"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
63,"B-II-m-B-17995","B","II","m","B",17995,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4446873907839,26.0861922318,,"Str. Aman Theodor pictor 31 sector 1",,,"Str. Aman Theodor pictor",31,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","NU","NU","NU",".",".",
64,"B-II-m-B-17996","B","II","m","B",17996,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4439408781318,26.0880356353197,,"Str. Aman Theodor pictor 38 sector 1",,,"Str. Aman Theodor pictor",38,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
65,"B-II-m-B-17997","B","II","m","B",17997,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4440153577392,26.0880044242029,,"Str. Aman Theodor pictor 40 sector 1",,,"Str. Aman Theodor pictor",40,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
66,"B-II-m-B-19101","B","II","m","B",19101,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4345855579787,26.106510704286,,"Str. Andric Ivo 1 sector 3",,,"Str. Andric Ivo",1,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".","de verificat unde sunt exact aceste numere - nu e clar nici de pe google nici de pe site-ul PMB"
67,"B-II-m-B-19102","B","II","m","B",19102,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4345314024528,26.1062777716811,,"Str. Andric Ivo 2 sector 3",,,"Str. Andric Ivo",2,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
68,"B-II-m-B-19103","B","II","m","B",19103,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4346019193925,26.1066720344388,,"Str. Andric Ivo 3 sector 3",,,"Str. Andric Ivo",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","RENOVAT",".",
69,"B-II-m-B-19104","B","II","m","B",19104,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4343218904339,26.1063741086458,,"Str. Andric Ivo 4 sector 3",,,"Str. Andric Ivo",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT","RISC PRĂBUȘIRE",
70,"B-II-m-B-19105","B","II","m","B",19105,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4346067638548,26.1067878209064,,"Str. Andric Ivo 5 sector 3",,,"Str. Andric Ivo",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
71,"B-II-m-B-17998","B","II","m","B",17998,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4588849140813,26.0923452167495,,"Str. Ankara 2 sector 1",,,"Str. Ankara",2,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
72,"B-II-m-B-17999","B","II","m","B",17999,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4589674696616,26.0925326403405,,"Str. Ankara 4 sector 1",,,"Str. Ankara",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
73,"B-II-m-A-18001","B","II","m","A",18001,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Arcul de Triumf",44.4671777,26.078116,,"Piața Arcul de Triumf f.n. sector 1",,,"Piața Arcul de Triumf","f.n.","Patrimoniu reprezentativ","Construcție de for public","Edificiu public",1936,"DA","DA","NU","REABILITAT",".",
74,"B-II-m-B-18002","B","II","m","B",18002,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4373925631608,26.1112480159419,,"Str. Armenească 10 sector 2",,,"Str. Armenească",10,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
75,"B-II-m-B-18003","B","II","m","B",18003,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4403116582037,26.1117195373381,,"Str. Armenească 35 sector 2",,,"Str. Armenească",35,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
76,"B-II-m-B-18004","B","II","m","B",18004,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Dimitrie Guști",44.4689439928784,26.0905207658346,,"Str. Armindenului 4 sector 1",,,"Str. Armindenului",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","NU",".",".",".","NELOCALIZAT",
77,"B-II-m-B-18005","B","II","m","B",18005,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4686756,26.0895302,,"Str. Armindenului 12 sector 1",,,"Str. Armindenului",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","NU","DA","NU","REABILITAT","VEGETAȚIE / AMBASADĂ",
78,"B-II-m-B-18006","B","II","m","B",18006,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4452269,26.0799454,,"Str. Atelierului 12 sector 1",,,"Str. Atelierului",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","RENOVAT","SUPRAETAJAT",
79,"B-II-m-B-18007","B","II","m","B",18007,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.445385,26.0799196,,"Str. Atelierului 14 sector 1",,,"Str. Atelierului",14,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
80,"B-II-m-B-18008","B","II","m","B",18008,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4454681172956,26.0798719273107,,"Str. Atelierului 16 sector 1",,,"Str. Atelierului",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","RENOVAT",".",
81,"B-II-m-B-18009","B","II","m","B",18009,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4455494,26.0798014,,"Str. Atelierului 18 sector 1",,,"Str. Atelierului",18,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
82,"B-II-m-B-18010","B","II","m","B",18010,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4449900385255,26.0797328594706,,"Str. Atelierului 19 sector 1",,,"Str. Atelierului",19,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
83,"B-II-m-B-18011","B","II","m","B",18011,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4460809927854,26.0788368387596,,"Str. Atelierului 20 sector 1",,,"Str. Atelierului",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
84,"B-II-m-B-18012","B","II","m","B",18012,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4450785710363,26.0796904361318,,"Str. Atelierului 21 sector 1",,,"Str. Atelierului",21,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
85,"B-II-m-B-18013","B","II","m","B",18013,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4457948983352,26.0798035317567,,"Str. Atelierului 22 sector 1",,,"Str. Atelierului",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
86,"B-II-m-B-18014","B","II","m","B",18014,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4458523519311,26.0799044490336,,"Str. Atelierului 24 sector 1",,,"Str. Atelierului",24,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
87,"B-II-m-B-18015","B","II","m","B",18015,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4570202,26.0901733,,"Str. Atena 2bis sector 1",,,"Str. Atena","2bis","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
88,"B-II-m-B-18016","B","II","m","B",18016,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4575938364243,26.0903247024568,,"Str. Atena 3 sector 1",,,"Str. Atena",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","REABILITAT","AMBASADĂ",
89,"B-II-m-B-18017","B","II","m","B",18017,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4571271794169,26.0903146664625,,"Str. Atena 4 sector 1",,,"Str. Atena",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
90,"B-II-m-B-18018","B","II","m","B",18018,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4572902,26.0904183,,"Str. Atena 6 sector 1",,,"Str. Atena",6,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","DA","DA","NU","CONSERVAT",".",
91,"B-II-m-B-18019","B","II","m","B",18019,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4575300224879,26.0907872829947,,"Str. Atena 8 sector 1",,,"Str. Atena",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","REABILITAT","VEGETAȚIE",
92,"B-II-m-B-18020","B","II","m","B",18020,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4578194255159,26.0910529353489,,"Str. Atena 12 sector 1",,,"Str. Atena",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","REABILITAT","VEGETAȚIE",
93,"B-II-m-B-18021","B","II","m","B",18021,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4581713,26.0913204,,"Str. Atena 16 sector 1",,,"Str. Atena",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","CONSERVAT","AMBASADĂ",
94,"B-II-m-B-18022","B","II","m","B",18022,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4582651,26.0914446,,"Str. Atena 18 sector 1",,,"Str. Atena",18,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","NU","DA","NU","CONSERVAT","AMBASADĂ",
95,"B-II-m-B-18023","B","II","m","B",18023,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4584717,26.0916656,,"Str. Atena 20 sector 1",,,"Str. Atena",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","DA","DA","NU","REABILITAT",".",
96,"B-II-m-B-18024","B","II","m","B",18024,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4585149,26.0917204,,"Str. Atena 22 sector 1",,,"Str. Atena",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","DA","DA","NU","CONSERVAT",".",
97,"B-II-m-B-18025","B","II","m","B",18025,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.458683,26.0918697,,"Str. Atena 24-26 sector 1",,,"Str. Atena","24-26","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XX","DA","DA","NU","REABILITAT",".","de verificat daca sunt doua case separate sau nu. Pe site-ul PMB apar doua numere postale distincte"
98,"B-II-m-B-18027","B","II","m","B",18027,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Restaurantul ""Pescăruș""",44.4726563050383,26.0852806479688,,"Bd. Aviatorilor f.n. sector 1 (în incinta Parcului Herăstrău)","(în incinta Parcului Herăstrău)",,"Bd. Aviatorilor","f.n.","Patrimoniu reprezentativ","Clădire pentru turism",,"prima jum. sec. XX",,,,,,
99,"B-II-m-B-18028","B","II","m","B",18028,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Institutul de Istorie ""Nicolae lorga""",44.4554883,26.0854026,,"Bd. Aviatorilor 1 sector 1",,,"Bd. Aviatorilor",1,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
100,"B-II-m-B-18029","B","II","m","B",18029,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.459811,26.0854241,,"Bd. Aviatorilor 3 sector 1",,,"Bd. Aviatorilor",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XlX-prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
101,"B-II-m-B-18030","B","II","m","B",18030,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4600255038994,26.0854556093414,,"Bd. Aviatorilor 5 sector 1",,,"Bd. Aviatorilor",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
102,"B-II-m-B-18031","B","II","m","B",18031,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4603143,26.0855224,,"Bd. Aviatorilor 7 sector 1",,,"Bd. Aviatorilor",7,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
103,"B-II-m-B-18032","B","II","m","B",18032,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Oromolu",44.4538667818584,26.0866668820689,,"Bd. Aviatorilor 8 sector 1",,,"Bd. Aviatorilor",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1927,"DA","DA","NU","REABILITAT",".",
104,"B-II-m-B-18033","B","II","m","B",18033,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.460418,26.085437,,"Bd. Aviatorilor 9 sector 1",,,"Bd. Aviatorilor",9,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
105,"B-II-m-B-18034","B","II","m","B",18034,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4606217598973,26.085500501749,,"Bd. Aviatorilor 11 sector 1",,,"Bd. Aviatorilor",11,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
106,"B-II-m-B-18035","B","II","m","B",18035,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4607093,26.0855664,,"Bd. Aviatorilor 13 sector 1",,,"Bd. Aviatorilor",13,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","PARȚIAL REABILITAT",".",
107,"B-II-m-B-18036","B","II","m","B",18036,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Fostul garaj regal",44.4550647975097,26.086595232854,,"Bd. Aviatorilor 16 sector 1",,,"Bd. Aviatorilor",16,"Patrimoniu transporturi","Clădire pentru transport",,"sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","DETERIORAT",".",
108,"B-II-m-B-18037","B","II","m","B",18037,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4582441,26.0866499,,"Bd. Aviatorilor 24 sector 1",,,"Bd. Aviatorilor",24,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX",,,,,,
109,"B-II-m-B-18038","B","II","m","B",18038,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4595597626819,26.0865848286355,,"Bd. Aviatorilor 32 sector 1",,,"Bd. Aviatorilor",32,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","NU","DA","NU","DETERIORAT","VEGETAȚIE / FĂRĂ ACCES",
110,"B-II-m-B-18039","B","II","m","B",18039,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4612571,26.0867044,,"Bd. Aviatorilor 40 sector 1",,,"Bd. Aviatorilor",40,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE / AMBASADĂ",
111,"B-II-m-B-18040","B","II","m","B",18040,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.461437,26.0867614,,"Bd. Aviatorilor 42 sector 1",,,"Bd. Aviatorilor",42,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
112,"B-II-m-B-18041","B","II","m","B",18041,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4618586,26.0867437,,"Bd. Aviatorilor 46 sector 1",,,"Bd. Aviatorilor",46,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE / AMBASADĂ",
113,"B-II-m-B-18042","B","II","m","B",18042,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4637257168477,26.0869793389387,,"Bd. Aviatorilor 50 sector 1",,,"Bd. Aviatorilor",50,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","NU","DA","NU","CONSERVAT","AMBASADĂ",
114,"B-II-m-B-18043","B","II","m","B",18043,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4639777,26.0856504,,"Bd. Aviatorilor 51-53 sector 1",,,"Bd. Aviatorilor","51-53","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
115,"B-II-m-B-21023","B","II","m","B",21023,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4708231072966,26.0882333697391,,"Bd. Aviatorilor 106 sector 1",,,"Bd. Aviatorilor",106,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"1950 - 1951","DA","DA","NU","CONSERVAT",".",
116,"B-II-m-B-18044","B","II","m","B",18044,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4371071898359,26.1174459547112,,"Str. Avram Iancu 1 sector 2",,,"Str. Avram Iancu",1,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
117,"B-II-m-B-18045","B","II","m","B",18045,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4375049383127,26.1178473860552,,"Str. Avram Iancu 5-5A sector 2",,,"Str. Avram Iancu","5-5A","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX -prima jum. sec. XX",,,,,,"de verificat daca sunt doua case separate sau nu. Pe site-ul PMB apar doua numere postale distincte"
118,"B-II-m-B-18046","B","II","m","B",18046,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Fost cinematograf",44.4477229396271,26.1285176385033,,"Str. Avrig 1 sector 2",,,"Str. Avrig",1,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"sf. sec. XIX -prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
119,"B-II-m-B-18049","B","II","m","B",18049,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4472918469448,26.1283805485372,,"Str. Avrig 6 sector 2",,,"Str. Avrig",6,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
120,"B-II-m-B-18050","B","II","m","B",18050,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.446841832824,26.1290130008275,,"Str. Avrig 18 sector 2",,,"Str. Avrig",18,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
